© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Workspace	My Projects
Project	AIH_WGCNA
Analysis	Observation 1
Date	Tue Jun 04 22:50:34 PDT 2019
Analysis ID	17897615

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Observation 1	 	TGFB1	 	growth factor	 	1.189	bias	0.324	0.104	1.62E-03	ABCA1,AQP9,BCL2L1,BCL6,BNIP3L,BSG,CTSB,GMPR,HDGF,MAP2K3,MXI1,SLC2A1,SLC4A1,YBX1	EGFR,ESR1,ESR2,FOXO3,FOXO4,HNF4A,MAX,MYC,NR3C1,PPARG,STAT1,STAT3,STAT6,TGFB1,TNF,beta-estradiol	
Observation 1	 	KLF13	 	transcription regulator	 	 	 	 	 	1.68E-03	BCL2L1,GYPC	 	
Observation 1	 	PARP9	0.549	enzyme	 	 	 	 	 	1.68E-03	BCL6,OAS2	 	
Observation 1	 	trastuzumab	 	biologic drug	 	 	 	 	 	1.68E-03	BCL2L1,BNIP3L	 	
Observation 1	 	IL13	 	cytokine	 	0.264	bias	0.415	-0.723	1.74E-03	ABCA1,ACSL1,BCL2L1,CTSB,KCNJ15,SNCA	IL13,PGR,PPARG,STAT1,STAT3,STAT6	
Observation 1	 	ammonium chloride	 	chemical drug	 	 	 	 	 	1.87E-03	CTSB,SNCA	 	
Observation 1	 	HTT	 	transcription regulator	 	 	 	 	 	1.96E-03	ABCA1,BCL6,DPM2,GLUL,SLC2A1,SNCA,UBE2H,YBX1	 	
Observation 1	 	ascorbic acid	 	chemical - endogenous mammalian	 	 	 	 	 	2.04E-03	ALPL,BCL2L1,SLC2A1	 	
Observation 1	 	PGR	 	ligand-dependent nuclear receptor	 	1.964	bias	0.632	 	2.05E-03	ACSL1,BCL2L1,BCL6,GLUL,MAP2K3	PGR,PPARG,progesterone	
Observation 1	 	TNFRSF11A	 	transmembrane receptor	 	 	 	 	 	2.06E-03	BCL2L1,MME	 	
Observation 1	 	dihydrotestosterone	 	chemical - endogenous mammalian	 	0.343	bias	0.487	-0.492	2.13E-03	ABCA1,BCL2L1,GLUL,MME,NUCB1,SLC25A37,SLC2A1	EGFR,HNF4A,MAX,MYC,PPARG,STAT3,dihydrotestosterone	
Observation 1	 	MYCN	 	transcription regulator	 	0.447	 	0.213	-0.028	2.18E-03	ABCA1,BCL2L1,MXI1,NUCB1,SLC2A1	 	
Observation 1	 	IRF7	 	transcription regulator	 	1.969	bias	1.000	 	2.21E-03	BCL2L1,GBP5,OAS2,SAMD9L	IRF7,Interferon alpha,STAT1	
Observation 1	 	PD98059	 	chemical - kinase inhibitor	 	-1.021	bias	-0.630	 	2.21E-03	ABCA1,ADIPOR1,BCL2L1,BCL6,CTSB,IGF2BP2,SLC2A1	EGFR,ESR1,FOXO3,FOXO4,HNF4A,MAX,MYC,PD98059,PGR,PPARG,STAT1,STAT3,STAT6,TNF	
Observation 1	 	BTRC	 	enzyme	 	 	 	 	 	2.26E-03	BCL2L1,GLUL	 	
Observation 1	 	PD184352	 	chemical drug	 	 	 	 	 	2.26E-03	BCL2L1,OPTN	 	
Observation 1	 	SP1	 	transcription regulator	 	 	 	 	 	2.30E-03	ABCA1,ACSL1,ALPL,ANK1,BNIP3L,SLC2A1,SPTB	 	
Observation 1	 	Insulin	 	group	 	0.903	bias	0.293	0.203	2.31E-03	ACSL1,ADIPOR1,AQP9,BCL2L1,FKBP8,SLC2A1	D-glucose,Insulin,MYC,PGR,PPARG	
Observation 1	 	SGPL1	 	enzyme	 	 	 	 	 	2.47E-03	ABCA1,BCL2L1	 	
Observation 1	 	6-hydroxydopamine	 	chemical toxicant	 	 	 	 	 	2.52E-03	BCL2L1,BNIP3L,SNCA	6-hydroxydopamine,SNCA,STAT3	
Observation 1	 	FGF19	 	growth factor	 	 	 	 	 	2.61E-03	ACSL1,BCL2L1,MME	 	
Observation 1	 	ESR2	 	ligand-dependent nuclear receptor	 	 	 	 	 	2.63E-03	ABCA1,ANK1,BAG1,BCL2L1,MME,PYGL	ESR1,ESR2,NR3C1,PGR,PPARG,beta-estradiol	
Observation 1	 	TRPS1	 	transcription regulator	 	 	 	 	 	2.69E-03	ALPL,PHOSPHO1	 	
Observation 1	 	thapsigargin	 	chemical toxicant	 	0.577	bias	0.585	 	2.77E-03	ADIPOR1,BCL2L1,BCL6,SLC38A5	 	
Observation 1	 	ERBB4	 	kinase	 	 	 	 	 	2.78E-03	MAP2K3,MXI1,SLC2A1	 	
Observation 1	 	UCN-01	 	chemical drug	 	 	 	 	 	2.92E-03	BAG1,BCL2L1	KRAS,MYC,UCN-01	
Observation 1	 	MAX	 	transcription regulator	 	 	 	 	 	2.97E-03	BCL6,SLC2A1,YBX1	 	
Observation 1	 	MTA2	 	transcription regulator	 	 	 	 	 	3.15E-03	LYL1,SLC4A1	MTA2,RBBP7	
Observation 1	 	Pka catalytic subunit	 	group	 	 	 	 	 	3.15E-03	ABCA1,BCL2L1	PGR,PPARG,Pka catalytic subunit	
Observation 1	 	linolenic acid	 	chemical - endogenous mammalian	 	 	 	 	 	3.15E-03	ACSL1,SNCA	 	
Observation 1	 	HNF4A	 	transcription regulator	Activated	2.000	bias	0.324	1.351	3.18E-03	ACSL1,ADIPOR1,AP2A1,AQP9,BCL2L1,BCL6,BLVRB,CTSB,DPM2,MPP1,NUCB1,PARP9,PYGL,SNX3,YBX1	 	
Observation 1	 	(+)-terpinen-4-ol	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	(-)-gossypol-enriched cottonseed oil	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	1-benzyl-2-phenylbenzimidazole	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	2,2-dichloroacetophenone	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	4-(3',5'-dimethoxybenzyloxy)-6-methoxyquinolin-2(1H)-one	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	4-methoxyhonokiol	 	chemical - endogenous non-mammalian	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	6-azidomethyl-1-hydroxy-3,8-dimethoxy-9,10-anthraquinone	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	7,8-dihydroxy-4-methylcoumarin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	8-hydrocalamenene	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	AB1	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	ACAT2	 	enzyme	 	 	 	 	 	3.22E-03	ABCA1	 	
Observation 1	 	ACSL1	0.399	enzyme	 	 	 	 	 	3.22E-03	ABCA1	 	
Observation 1	 	AUH-6-96	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	BCYRN1	 	other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	CDC42BPB	 	kinase	 	 	 	 	 	3.22E-03	CTSB	 	
Observation 1	 	CLPTM1L	 	other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	CPEB4	 	other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	CPS49	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	EAPB0203	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	FBXO11	 	enzyme	 	 	 	 	 	3.22E-03	BCL6	 	
Observation 1	 	H9 extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	HO-3867	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	Il2 beta gamma receptor	 	complex	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	JOT01006	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	MAPK substrate-4	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	MCM8	 	enzyme	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	MI-319	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	MPT0B169	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	MPT0G009	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	N-[3-(trifluoromethyl)phenyl]retinamide	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	NBR2	 	other	 	 	 	 	 	3.22E-03	SLC2A1	 	
Observation 1	 	NEK2	 	kinase	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	PTPN13	 	phosphatase	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	RBM25	 	other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	REG1A	 	growth factor	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	REG4	 	other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	RNPS1	 	other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	RRAS	 	enzyme	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	SAIT301	 	biologic drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	SNTB1	 	other	 	 	 	 	 	3.22E-03	ABCA1	 	
Observation 1	 	SPI-112Me	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	STARD3	 	transporter	 	 	 	 	 	3.22E-03	ABCA1	 	
Observation 1	 	STX12	 	other	 	 	 	 	 	3.22E-03	ABCA1	 	
Observation 1	 	TCEAL7	 	transcription regulator	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	TL-77	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	TMEM139	 	other	 	 	 	 	 	3.22E-03	SLC4A1	 	
Observation 1	 	TRAPPC9	 	other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	Timp	 	group	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	WJ9708012	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	ZSCAN21	 	transcription regulator	 	 	 	 	 	3.22E-03	SNCA	 	
Observation 1	 	acetylapoaranotin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	acetylaranotin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	aloin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	alpinetin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	atractylenolide I	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	azide	 	chemical reagent	 	 	 	 	 	3.22E-03	SLC2A1	 	
Observation 1	 	barasertib	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	bisindole-linked pyrrolo[2,1-c][1,4]benzodiazepine 5b	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	bornyl caffeate	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	cardiotoxin III	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	colestimide	 	chemical drug	 	 	 	 	 	3.22E-03	ABCA1	 	
Observation 1	 	deoxyapoaranotin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	depsipeptide	 	chemical - other	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	dianthus chinensis l. ethanol extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	farnesiferol C	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	flacourtia indica methanol extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	fungal taxol	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	galiximab	 	biologic drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	gelam honey	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	gypenoside	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	hederagenin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	heteronemin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	hydroxyaminoindan	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	icariin	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	iodine-131	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	korean red ginseng extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	let-7c mimic	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	liriope platyphylla root part extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	luffa echinata roxb fruit extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	mansonone E	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	melamine	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	miR-135a mimic	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	miR-33-5p (and other miRNAs w/seed UGCAUUG)	 	mature microrna	 	 	 	 	 	3.22E-03	ABCA1	 	
Observation 1	 	miR-4651 (and other miRNAs w/seed GGGGUGG)	 	mature microrna	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	mir-216	 	microrna	 	 	 	 	 	3.22E-03	YBX1	 	
Observation 1	 	mir-491	 	microrna	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	morusin	 	chemical - endogenous non-mammalian	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	nitidine	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	norcantharidin	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	p-cuminaldehyde	 	chemical - endogenous non-mammalian	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	pepleomycin	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	persea declinata (bl.) kosterm bark methanolic crude extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	picolog	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	pien tze huang methanol extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	procyanidin B2-3'-O-gallate	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	procyanidin B2-3,3'-di-O-gallate	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	pseudolaric acid B	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	raddeanin A	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	rifamycin SV	 	chemical drug	 	 	 	 	 	3.22E-03	BCL6	 	
Observation 1	 	rocaglaol	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	sargramostim	 	biologic drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	silmitasertib	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	solamargine	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	subditine	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	sun ginseng extract	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	tetraacetyl-phytosphingosine	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	tetracaine	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	tinostamustine	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	uncarinic acid E	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	zinc-citrate	 	chemical reagent	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	ziram	 	chemical toxicant	 	 	 	 	 	3.22E-03	SNCA	 	
Observation 1	 	zuo-jin-wan	 	chemical drug	 	 	 	 	 	3.22E-03	BCL2L1	 	
Observation 1	 	eicosapentenoic acid	 	chemical drug	 	 	 	 	 	3.26E-03	BCL2L1,SLC2A1,SNCA	 	
Observation 1	 	PRKCD	 	kinase	 	1.000	bias	0.475	0.049	3.29E-03	ABCA1,APOBEC3A,BCL2L1,CTSB	MYC,PRKCA,PRKCD,SRC,STAT3	
Observation 1	 	MYC	 	transcription regulator	 	-0.274	bias	0.350	-1.233	3.31E-03	ABCA1,ADIPOR1,BAG1,BCL2L1,BCL6,CTSB,GLUL,NUCB1,SLC2A1,YBX1	HNF4A,MAX,MYC	
Observation 1	 	MYOD1	 	transcription regulator	 	 	 	 	 	3.36E-03	BCL2L1,BCL6,RBM38,SLC2A1	 	
Observation 1	 	CTSB	0.282	peptidase	 	 	 	 	 	3.40E-03	BCL2L1,CTSB	CTSB,SNCA,STAT3	
Observation 1	 	hydroxypropyl-beta-cyclodextrin	 	chemical drug	 	 	 	 	 	3.40E-03	ABCA1,CTSB	 	
Observation 1	 	FOXO4	0.595	transcription regulator	 	 	 	 	 	3.47E-03	BCL2L1,BCL6,SLC2A1	 	
Observation 1	 	choline fenofibrate	 	chemical drug	 	 	 	 	 	3.65E-03	ACSL1,ADIPOR1	 	
Observation 1	 	APOE	 	transporter	 	 	 	 	 	3.90E-03	ABCA1,ACSL1,CTSB,GLUL,MAP2K3	APOE,ESR1,FOXO4,PPARG,STAT3,STAT6,TNF	
Observation 1	 	NPC2	 	transporter	 	 	 	 	 	3.91E-03	CREB5,CTSB	 	
Observation 1	 	SIAH2	0.536	transcription regulator	 	 	 	 	 	4.19E-03	MME,SIAH2	 	
Observation 1	 	betulinic acid	 	chemical drug	 	 	 	 	 	4.19E-03	ABCA1,BCL2L1	 	
Observation 1	 	N-cor	 	group	 	 	 	 	 	4.24E-03	ABCA1,ACSL1,CTSB	ESR1,FOXO4,N-cor,PPARG,STAT3,STAT6,TNF	
Observation 1	 	PPARG	 	ligand-dependent nuclear receptor	 	1.686	bias	0.307	1.169	4.49E-03	ABCA1,ACSL1,BCL2L1,BCL6,PYGL,SLC2A1	ESR1,FOXO4,IL13,MYC,PGR,PPARG,STAT3,STAT6,TNF,progesterone,troglitazone	
Observation 1	 	caffeic acid phenethyl ester	 	chemical drug	 	 	 	 	 	4.60E-03	BAG1,BCL2L1,CTSB	 	
Observation 1	 	NOX4	 	enzyme	 	 	 	 	 	4.75E-03	BCL2L1,SLC2A1	MYC,NOX4,SRC,STAT3	
Observation 1	 	D-glucose	 	chemical - endogenous mammalian	 	-0.522	bias	0.290	-1.260	4.83E-03	ABCA1,ACSL1,ADIPOR1,BCL2L1,CTSB,GLUL,SLC2A1	D-glucose,ESR1,FOXO4,HNF4A,Insulin,MAX,MYC,PGR,PPARG,STAT3,STAT6,TNF	
Observation 1	 	IL3	 	cytokine	 	 	 	 	 	4.89E-03	BCL2L1,BNIP3L,HDGF,SLC2A1,YBX1	 	
Observation 1	 	TNF	 	cytokine	Activated	2.658	bias	0.370	1.400	4.90E-03	ABCA1,ACSL1,AQP9,BCL2L1,BCL6,CRISPLD2,CTSB,FOXO4,MAP2K3,OAS2,OPTN,SLC2A1,UBE2H	D-glucose,FOXO3,FOXO4,IFNG,MAX,MYC,PGR,PPARG,STAT1,STAT3,STAT6,TGFB1,TNF	
Observation 1	 	simvastatin	 	chemical drug	 	 	 	 	 	5.02E-03	ABCA1,BCL2L1,NFIX,ST6GALNAC4	 	
Observation 1	 	TIMP1	 	cytokine	 	 	 	 	 	5.05E-03	BCL2L1,MME	 	
Observation 1	 	alvocidib	 	chemical drug	 	 	 	 	 	5.05E-03	BAG1,BCL2L1	 	
Observation 1	 	Secretase gamma	 	complex	 	 	 	 	 	5.35E-03	MME,SLC2A1	 	
Observation 1	 	bardoxolone	 	chemical drug	 	 	 	 	 	5.35E-03	BCL2L1,UBE2H	 	
Observation 1	 	miR-30c-5p (and other miRNAs w/seed GUAAACA)	 	mature microrna	 	 	 	 	 	5.52E-03	AP2A1,BCL6,NUCB1	 	
Observation 1	 	GAPDH	 	enzyme	 	 	 	 	 	5.67E-03	BCL2L1,OAS2	 	
Observation 1	 	mir-19	 	microrna	 	 	 	 	 	5.67E-03	ABCA1,MAP2K3	 	
Observation 1	 	L-dopa	 	chemical - endogenous mammalian	 	1.134	 	0.111	0.839	5.92E-03	ALPL,BCL2L1,CTSB,FAM210B,SIAH2,SLC2A1,UBXN6	 	
Observation 1	 	SRC	 	kinase	 	 	 	 	 	5.94E-03	BCL2L1,CTSB,SLC2A1	ESR1,FOXO3,FOXO4,HNF4A,MAX,MYC,PPARG,SNCA,SRC,STAT1,STAT3,STAT6,TNF	
Observation 1	 	CRNDE	 	other	 	 	 	 	 	5.99E-03	BCL2L1,FOXO4	 	
Observation 1	 	N-acetyl-L-cysteine	 	chemical drug	 	0.152	bias	-0.578	 	5.99E-03	ADIPOR1,BCL2L1,BSG,SNCA	 	
Observation 1	 	streptozocin	 	chemical drug	 	 	 	 	 	6.08E-03	ADIPOR1,ALPL,AQP9,BCL2L1	Insulin,PPARG,streptozocin	
Observation 1	 	BTK	 	kinase	 	 	 	 	 	6.23E-03	BAG1,BCL2L1,OAS2	 	
Observation 1	 	CD4	 	transmembrane receptor	 	 	 	 	 	6.32E-03	BCL2L1,MME	 	
Observation 1	 	XDH	 	enzyme	 	 	 	 	 	6.32E-03	ABCA1,SLC2A1	 	
Observation 1	 	SNCA	0.461	enzyme	 	-0.152	 	0.151	-0.451	6.37E-03	BCL2L1,CTSB,GBP5,SNCA	FOXO3,SNCA,STAT1,STAT3	
Observation 1	 	oleic acid	 	chemical - endogenous mammalian	 	 	 	 	 	6.38E-03	ABCA1,ACSL1,AQP9	ESR1,FOXO4,PPARG,STAT3,STAT6,TNF,oleic acid	
Observation 1	 	3-hydroxyflavone	 	chemical - endogenous non-mammalian	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	3830403N18Rik/Xlr	 	other	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	4-nitrophenol	 	chemical - endogenous mammalian	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	8-aminoadenosine	 	chemical reagent	 	 	 	 	 	6.42E-03	SLC2A1	 	
Observation 1	 	ALKBH3	 	enzyme	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	Alpha 1 antitrypsin	 	group	 	 	 	 	 	6.42E-03	CTSB	 	
Observation 1	 	Camkk	 	group	 	 	 	 	 	6.42E-03	ABCA1	 	
Observation 1	 	E. coli 011:B4 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	EIF4A3	 	enzyme	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	GSTA1	 	enzyme	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	Gm4836 (includes others)	 	other	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	IBTK	 	other	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	IDE	 	peptidase	 	 	 	 	 	6.42E-03	SNCA	 	
Observation 1	 	IGK	 	other	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	LRP1B	 	transmembrane receptor	 	 	 	 	 	6.42E-03	ABCA1	 	
Observation 1	 	MLIP	 	other	 	 	 	 	 	6.42E-03	SLC2A1	 	
Observation 1	 	NEU2	 	enzyme	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	PREB	 	transcription regulator	 	 	 	 	 	6.42E-03	ABCA1	 	
Observation 1	 	PTPRT	 	phosphatase	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	PTPase	 	group	 	 	 	 	 	6.42E-03	ABCA1	 	
Observation 1	 	Prl3d1 (includes others)	 	other	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	RNF43	 	enzyme	 	 	 	 	 	6.42E-03	GLUL	 	
Observation 1	 	SAP18	 	transcription regulator	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	SD-1008	 	chemical - kinase inhibitor	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	SYCP3	 	other	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	Setd1b	 	other	 	 	 	 	 	6.42E-03	ADIPOR1	 	
Observation 1	 	TJP2	 	kinase	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	TTC39B	 	other	 	 	 	 	 	6.42E-03	ABCA1	 	
Observation 1	 	TXNDC5	 	enzyme	 	 	 	 	 	6.42E-03	CTSB	 	
Observation 1	 	Zingiber officiale ginger extract	 	chemical drug	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	caseamembrin C	 	chemical reagent	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	dacetuzumab	 	biologic drug	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	dibucaine	 	chemical drug	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	dimethyl succinate	 	chemical - endogenous mammalian	 	 	 	 	 	6.42E-03	BSG	 	
Observation 1	 	fedratinib	 	chemical drug	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	ginkgetin	 	chemical - endogenous non-mammalian	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	gliclazide	 	chemical drug	 	 	 	 	 	6.42E-03	SLC2A1	 	
Observation 1	 	glucose oxidase	 	group	 	 	 	 	 	6.42E-03	SLC2A1	 	
Observation 1	 	lynestrenol	 	chemical drug	 	 	 	 	 	6.42E-03	ABCA1	 	
Observation 1	 	malonic acid	 	chemical - endogenous mammalian	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	mefenamic acid	 	chemical drug	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	metacept-1	 	chemical reagent	 	 	 	 	 	6.42E-03	BCL2L1	 	
Observation 1	 	phytic acid	 	chemical - endogenous non-mammalian	 	 	 	 	 	6.42E-03	BCL2L1	 	
